Sentiment,L1 Cluster ID,L1 Cluster,L1 Phrase Count,L1 Review Count,L1 Rating (Phrase),L1 Rating (Review),L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Review Count,L2 Rating (Phrase),L2 Rating (Review),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I1961, be quick when blending because it drys down quickly,P1R4087,5,2017-06-23 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I1962, lasts alll day,P1R4095,5,2017-06-19 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I1968, looks exactly same way 12 hours,P1R4145,5,2017-05-28 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I1978, stays strong and comfortable on my skin.,P1R4223,5,2017-04-28 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I1979, non-oily longer,P1R4269,3,2017-04-14 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I1981, last alllllll day,P1R4280,5,2017-04-10 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I1984, didn't need any touch ups,P1R4309,5,2017-03-28 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2007, keeps you shine free ALL NIGHT,P1R4502,5,2017-01-25 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2010, from 5 AM to 11 PM,P1R4536,5,2017-01-16 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2012, stays on my face,P1R4566,5,2017-01-05 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2030, stays on and looks fresh all day,P1R4735,5,2016-11-16 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2044, stays looking fresh all day,P1R4824,5,2016-10-29 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2045, lasts alllllll daaaayy,P1R4844,5,2016-10-20 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2047, stayed on from 7am to 11pm,P1R4860,5,2016-10-18 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2055, does not settle into my creases,P1R4921,5,2016-09-27 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I1604, stays on your face,P1R4963,5,2016-09-17 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2074, looks amazing throughout the day,P1R5039,5,2016-08-16 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2087, don't oxidize,P1R5143,5,2016-07-14 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2090, stayed put and looking fresh for well over 12 hours,P1R5183,5,2016-06-29 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2109, stay on my skin all day,P1R5308,5,2016-05-17 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2110, no shine,P1R5315,5,2016-05-15 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2111, no oil,P1R5315,5,2016-05-15 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2112, no separation,P1R5315,5,2016-05-15 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2115, still BEAUTIFUL at 7 pm,P1R5329,5,2016-05-11 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2121, my bronzer and blush still look beautiful by the end of the day,P1R5414,5,2016-04-16 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2126, without having to retouch,P1R5461,5,2016-04-10 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2127, doesn't settle in fine line,P1R5464,5,2016-04-09 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2134, lasts pretty long,P1R5504,4,2016-03-23 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2137, never shine after a long 10 hour,P1R5531,5,2016-03-16 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2145, no need for touch-ups,P1R5580,4,2016-03-04 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2153, doesn't look terribly oily,P1R5659,5,2016-02-11 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2154, without touching up,P1R5672,4,2016-02-05 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2159, doesn't get patchy,P1R5756,5,2016-01-04 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2165, last me like 4 whiteout touch ups,P1R5828,5,2015-12-19 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2165, last me like 4 whiteout touch ups,P1R5834,5,2015-12-19 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I149,touch,89,85,4.82352941176471,4.8314606741573,P4L4I2165, last me like 4 whiteout touch ups,P1R5876,5,2015-12-19 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I608,lasts a very long time,P1R383,5,2021-07-21 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I615,long time,P1R641,5,2021-01-02 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I634,“long lasting”,P1R676,5,2020-11-23 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I643,lasts a long time,P1R4,5,2022-11-08 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I643,lasts a long time,P1R842,4,2020-07-09 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I853, lasts a long time,P1R12,5,2022-11-02 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I872, lasted a long time,P1R294,2,2021-11-07 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I1540, long Time,P1R687,5,2020-11-12 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I853, lasts a long time,P1R742,5,2020-09-10 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I1556, last a long time,P1R972,3,2020-05-02 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I853, lasts a long time,P1R1010,5,2020-04-20 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I853, lasts a long time,P1R1117,4,2020-03-10 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I1612, lasts you for a very long time,P1R1430,5,2019-10-25 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I1650, really long time,P1R1690,5,2019-06-23 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I1694, lasted such a long time,P1R2104,4,2019-02-06 00:00:00
Positive,P4L1I3,Product,6000,5906,4.7565,4.75792978891523,P4L2I15,Time,1461,1438,4.77960301163587,4.77816411682893,P4L3I153,time long,40,40,4.475,4.475,P4L4I1724, last long time,P1R2330,5,2018-11-28 00:00:00
